Aishe Code,University Name,State,District,Web Url,University Type,Year Of Establishment,Location,Address
U-0549,"Dr.A.P.J. Abdul Kalam Technical University ,Lucknow",Uttar Pradesh,Lucknow,www.aktu.ac.in,State Public University,2000,Urban,"Sector-6, Jankipuram Extension"
U-0548,"University Of Allahabad, Allahabad",Uttar Pradesh,Prayagraj,http://www.allduniv.ac.in,Central University,1887,Urban,"Near Anand Bhavan, Moti Lal Nehru Road, Allahabad"
U-0547,Khwaja Moinuddin Chishti Bhasha Vishwavidyalaya Lucknow,Uttar Pradesh,Lucknow,www.kmclu.ac.in,State Public University,2009,Urban,"Sitapur-Hardoi Bypass Road, Near IIM, Lucknow"
U-0546,"U.P. Rajarshi Tandon Open University, Allahabad",Uttar Pradesh,Prayagraj,www.uprtou.ac.in,State Open University,1999,Urban,"SHANTIPURAM AWAS YOUJANA (SECTOR-F), PHAPHAMAU, SHANTIPURAM, PRAYAGRAJ"
U-0544,"Teerthanker Mahaveer University, Moradabad",Uttar Pradesh,Moradabad,www.tmu.ac.in,State Private University,2008,Rural,"NH 9, DELHI ROAD, MORADABAD, MORADABAD"
U-1180,All India Institute Of Medical Science Gorakhpur,Uttar Pradesh,Gorakhpur,aiimsgorakhpur.edu.in,Institute of National Importance,2019,Urban,"All India India Institute of Medical Sciences Gorakhpur , Girdharganj (Kunraghat), Gorakhpur"
U-0543,"Swami Vivekanand Subharti University, Meerut",Uttar Pradesh,Meerut,www.subharti.org,State Private University,1996,Urban,"Subhartipuram, NH-58, Delhi-Haridwar ByPass Road, Meerut, Subhartipuram, NH-58, Delhi-Haridwar ByPass Road, Meerut, Meerut"
U-0542,"Shobhit Institute Of Engineering & Technology, Meerut",Uttar Pradesh,Meerut,www.shobhituniversity.ac.in,Deemed University-Private,2000,Urban,"NH-58, Dulhera Marg, Modipuram, Meerut, Meerut"
U-0541,"Sharda University, Gautam Budh Nagar",Uttar Pradesh,Gautam Buddha Nagar,www.sharda.ac.in,State Private University,2009,Urban,"Knowledge Park III, Plot no. 32 & 34, Greater Noida"
U-0540,"Sardar Vallabh Bhai Patel University Of Agriculture & Technology, Meerut",Uttar Pradesh,Meerut,svpuat.edu.in,State Public University,2000,Rural,"Roorkee Road, Modipuarm, Meerut"
U-0539,"Santosh University, Ghaziabad",Uttar Pradesh,Ghaziabad,www.santosh.ac.in,Deemed University-Private,1995,Urban,"No.1, Santosh Nagar, Ghaziabad - 201009, Delhi NCR, No.1, Santosh Nagar, Ghaziabad - 201009, Delhi NCR, Ghaziabad"
U-0538,"Sanjay Gandhi Post Graduate Institute Of Medical Sciences, Lucknow",Uttar Pradesh,Lucknow,www.sgpgims.org.in,Institute under State Legislature Act,1983,Urban,"RAEBARELI ROAD, LUCKNOW, LUCKNOW"
U-0537,"Sampurnanand Sanskrit Vishwavidyalaya, Varanasi",Uttar Pradesh,Varanasi,ssvv.ac.in,State Public University,1958,Urban,"Sampurnanand Sanskrit Vishwavidyalaya, Jagatganj, Varanasi"
U-0536,"Sam Higginbottom Institute Of Agriculture, Technology & Sciences, Allahabad",Uttar Pradesh,Prayagraj,shiats.edu.in,Deemed University-Government Aided,1910,Urban,P.O. Agricultural Institute
U-0535,"Rajiv Gandhi Institute Of Petroleum Technology, Amethi",Uttar Pradesh,Amethi,www.rgipt.ac.in,Institute of National Importance,2007,Rural,"RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY, Mubarakpur, Mukhatia More, Bhadurpur, PO-Harbansganj, Jais, Amethi"
U-0534,"Up Pandit Deen Dayal Upadhyaya Veterinary University & Gau-Anusandhan Sansthan, Mathura",Uttar Pradesh,Mathura,www.upvetuniv.edu.in,State Public University,1947,Urban,"Uttar Pradesh Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan, Mathura, , Mathura"
U-0533,Noida International University,Uttar Pradesh,Gautam Buddha Nagar,https://niu.edu.in,State Private University,2010,Urban,"PLOT NO. 1, SECTOR - 17 A, YAMUNA EXPRESSWAY, GREATER NOIDA"
U-0532,"Nehru Gram Bharati (Deemed To Be University), Prayagraj",Uttar Pradesh,Prayagraj,www.ngbv.ac.in,Deemed University-Private,1996,Rural,"Nehru Gram Bharati (Deemed to be University), Kotwa-Jamunipur, Dubawal, Prayagraj, Prayagraj"
U-0531,"Acharya Narendra Deva University Of Agriculture & Technology, Ayodhya",Uttar Pradesh,Ayodhya,www.nduat.org,State Public University,1975,Rural,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya"
U-0530,"Motilal Nehru National Institute Of Technology, Allahabad",Uttar Pradesh,Prayagraj,www.mnnit.ac.in,Institute of National Importance,1961,Urban,"Motilal Nehru National Institute of Technology Allahabad, Teliarganj, Prayagraj - 211004, Prayagraj"
U-1196,Mahayogi Gorakhnath University Gorakhpur,Uttar Pradesh,Gorakhpur,www.mgug.ac.in,State Private University,2021,Rural,"Arogya Dham,, Balapar Road, Sonbarsa"
U-0529,"Mohammad Ali Jauhar University, Rampur",Uttar Pradesh,Rampur,www.jauharuniversity.edu.in,State Private University,2005,Rural,"JAUHAR NAGAR, POST - SIGAN KHERA, RAMPUR"
U-1198,Rani Lakshmi Bai Central Agricultural University,Uttar Pradesh,Jhansi,www.https://rlbcau.ac.in,Central University,2014,Rural,"The Rani Lakshmibai Central Agricultural University - Jhansi, Uttar Pradesh, India, NH-75, Gwalior Road Near Pahuj Dam, Jhansi, Uttar Pradesh 284003"
U-0528,"Mangalayatan University, Aligarh",Uttar Pradesh,Aligarh,www.mangalayatan.in,State Private University,2006,Rural,"33rd Milestone, Aligarh-Mathura Highway, P.O. Beswan, Aligarh"
U-1200,Dr Ram Manohar Lohia Institute Of Medical Sciences,Uttar Pradesh,Lucknow,www.drrmlims.ac.in,State Public University,2006,Urban,"Vibhuti Khand Gomti Nagar, , Lucknow"
U-0527,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi",Uttar Pradesh,Varanasi,www.mgkvp.ac.in,State Public University,1921,Urban,"Mahatma Gandhi Kashi Vidyapith, varanasi-221002, varanasi"
U-0525,"Mahatama Jyotiba Phule Rohikhand University, Bareilly",Uttar Pradesh,Bareilly,www.mjpru.ac.in,State Public University,1975,Urban,"Dori Lal Agarwal Road, Pilibhit Bypass Road, Bareilly"
U-0524,University Of Lucknow,Uttar Pradesh,Lucknow,www.lkouniv.ac.in,State Public University,1867,Urban,"Badshah Bagh, University of Lucknow, Lucknow"
U-0523,King George Medical University,Uttar Pradesh,Lucknow,www.kgmu.org,State Public University,1905,Urban,"Shahmeena Road, Chowk, Lucknow - 226003"
U-1205,Atal Bihari Vajpayee Medical University,Uttar Pradesh,Lucknow,www.abvmuup.edu.in,State Public University,2018,Urban,"9th floor, Academic Block, Dr. Ram Manohar Lohia Institute of Medical Sciences, Vibhuti Khand, Gomtinagar, Lucknow"
U-0522,"Jaypee Institute Of Information Technology, Noida",Uttar Pradesh,Gautam Buddha Nagar,www.jiit.ac.in,Deemed University-Private,2001,Urban,"A-10, Sector-62, Noida"
U-0521,Jagadguru Rambhadracharya Handicapped University,Uttar Pradesh,Chitrakoot,www.jrdu.ac.in,State Private University,2001,Rural,"Chitrakoot,, chitrakoot"
U-0713,Academy Of Scientific And Innovative Research,Uttar Pradesh,Ghaziabad,http://acsir.res.in,Institute of National Importance,2011,Urban,"Academy of Scientific and Innovative Research, Academy of Scientific and Innovative Research (AcSIR), AcSIR Headquarters CSIR-HRDC Campus, Postal Staff College Area, Sector 19, Kamla Nehru Nagar, Ghaziabad, Uttar Pradesh 201002"
U-0520,"Invertis University, Bareily",Uttar Pradesh,Bareilly,www.invertisuniversity.ac.in,State Private University,1998,Rural,"Bareilly-Lucknow High Way , NH-24, Near Transport Nagar, Bareilly (U.P.), B-186, Civil Lines, Bareilly (U.P.), Bareilly"
U-0519,"Integral University, Lucknow",Uttar Pradesh,Lucknow,www.iul.ac.in,State Private University,1998,Urban,"Integral University, Dasauli, Kursi Road, Lucknow, Kursi Road, Lucknow"
U-1213,Maa Shakumbhari University,Uttar Pradesh,Saharanpur,https://msuniversity.ac.in,State Public University,2021,Rural,"Maa Shakumbhari University, 2JQH+FHV, Punwarka, Uttar Pradesh 247120"
U-1214,United University,Uttar Pradesh,Prayagraj,WWW.UNITEDUNIVERSITY.EDU.IN,State Private University,2021,Urban,"RAWATPUR, JHALWA,"
U-0518,"Indian Veterinary Research Institute, Izatnagar",Uttar Pradesh,Bareilly,www.ivri.nic.in,Deemed University-Government,1889,Urban,"Indian Veterinary Research Institute, Izatnagar"
U-0517,"Indian Institute Of Technology, Kanpur",Uttar Pradesh,Kanpur Nagar,www.iitk.ac.in,Institute of National Importance,1959,Urban,"The Director, Indian Institute of Technology Kanpur, Kanpur"
U-0516,"Indian Institute Of Information Technology, Allahabad",Uttar Pradesh,Prayagraj,www.iiita.ac.in,Institute of National Importance,1999,Rural,"IIITA ,Deoghat Jhalwa, U.P., Allahabad"
U-0515,"Iftm University, Moradabad",Uttar Pradesh,Moradabad,www.iftmuniversity.ac.in,State Private University,1996,Rural,"LOHIPUR RAJPUT, DELHI ROAD, MORADABAD"
U-1219,Iilm University,Uttar Pradesh,Gautam Buddha Nagar,https://iilm.ac.in,State Private University,2022,Urban,"401/9, VIPUL BELMONTE, GO, Sector 53, Gurgaon Haryana, GURGAON"
U-1219,Iilm University,Uttar Pradesh,Gautam Buddha Nagar,https://iilm.ac.in,State Private University,2022,Urban,"Plot No.18, Iilm College Of Engineering & Technology, 16, Knowledge Park II, Greater Noida, Uttar Pradesh 201306"
U-1220,Raja Mahendra Pratap Singh State University,Uttar Pradesh,Aligarh,www.rmpssu.org,State Public University,2021,Urban,"RAJA MAHENDRA PRATAP SINGH STATE UNIVERSITY, PALWAL ROAD, LODHA"
U-0514,"Gautam Buddha University, Greater Noida, Gautam Budh Nagar",Uttar Pradesh,Gautam Buddha Nagar,www.gbu.ac.in,State Public University,2002,Urban,"Yamuna Expressway Greater Noida, Uttar Pradesh, Greater Noida"
U-0513,"G.L.A University, Mathura",Uttar Pradesh,Mathura,www.gla.ac.in,State Private University,1998,Rural,"17 KM Stone, NH #2, Mahura-Delhi Road, PO- Chaumuhan, Mathura"
U-0512,Dr Shakuntala Misra National Rehabilitation University,Uttar Pradesh,Lucknow,http://dsmru.up.nic.in,State Public University,2008,Urban,"Near Buddheshwaran Temple, Mohaan Road, Lucknow-17"
U-0511,"Dr. Ram Manohar Lohiya National Law University, Lucknow",Uttar Pradesh,Lucknow,www.rmlnlu.ac.in,State Public University,2005,Urban,"Sec-D1,, LDA Colony, Kanpur Road Scheme, Lucknow"
U-0508,"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur",Uttar Pradesh,Gorakhpur,www.ddugu.ac.in,State Public University,1956,Urban,"Civil Lines, Gorakhpur, Gorakhpur"
U-0507,"Dayalbagh Educational Institute, Agra",Uttar Pradesh,Agra,www.dei.ac.in,Deemed University-Government Aided,1947,Urban,"DAYALBAGH, AGRA 282 005"
U-0505,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur",Uttar Pradesh,Kanpur Nagar,www.csjmu.ac.in,State Public University,1966,Urban,"Chhatrapati Shahu Ji Maharaj University, Kalyanpur, Kanpur"
U-0504,"Chandra Shekhar Azad University Of Agriculture & Technology, Kanpur",Uttar Pradesh,Kanpur Nagar,www.csauk.ac.in,State Public University,1906,Urban,"Chandra Shekhar Azad University of Agriculture & Technology, Nawabganj"
U-0503,"Central Institute Of Higher Tibetan Studies, Varanasi",Uttar Pradesh,Varanasi,https://cihts.ac.in,Deemed University-Government,1967,Urban,"Tibetan University Road, Mawaiya, Varanasi"
U-0502,"Bundelkhand University, Jhansi",Uttar Pradesh,Jhansi,www.bujhansi.ac.in,State Public University,1975,Urban,"Kanpur road, Bundelkhand University, Jhansi"
U-0500,"Banaras Hindu University, Banaras",Uttar Pradesh,Varanasi,www.bhu.ac.in,Central University,1916,Urban,"The Registrar, Banaras Hindu University, Varanasi"
U-0499,"Babu Banarsi Das University, Lucknow",Uttar Pradesh,Lucknow,www.bbdu.ac.in,State Private University,2010,Urban,"BBD City, Ayodhya Road, Lucknow"
U-0498,"Babasheb Bhimrao Ambedkar University, Lucknow",Uttar Pradesh,Lucknow,https://www.bbau.ac.in/,Central University,1994,Urban,"Vidya Vihar, Raibarely Road, Lucknow"
U-0497,"Amity University, Uttar Pradesh",Uttar Pradesh,Gautam Buddha Nagar,http://auup.amity.edu,State Private University,2005,Urban,"Amity University Campus , Sector 125, Noida"
U-0496,"Aligarh Muslim University, Aligarh",Uttar Pradesh,Aligarh,www.amu.ac.in,Central University,1875,Urban,"Aligarh Muslim University, Aligarh, University Road, Aligarh"
U-1265,Maharaja Suhel Dev State University,Uttar Pradesh,Azamgarh,www.msdsu.ac.in,State Public University,2021,Rural,"Maharaja Suhel Dev State University, Azamgarh, Raidopur, Azamgarh, Uttar Pradesh 276129"
U-1270,Mahayogi Guru Gorakhnath Ayush University,Uttar Pradesh,Gorakhpur,www.mggaugkp.ac.in,State Public University,2020,Rural,"Mahayogi Guru Gorakhnath AYUSH University, Pipari, Bhathat, Uttar Pradesh 273306"
U-1319,T S Mishra University,Uttar Pradesh,Lucknow,https://tsm.edu.in/,State Private University,2015,-,"T S Mishra University, 463/1, Amausi Station Rd, Anora, Lucknow, Uttar Pradesh 226009"
U-1327,Mahaveer University,Uttar Pradesh,Meerut,https://mvu.edu.in/,State Private University,2023,-,"Plot no - 138, Sardhana Rd, Pohalli, Meerut, Uttar Pradesh 250341"
U-0510,"Dr. Ram Manohar Lohia Awadh University, Faizabad",Uttar Pradesh,Ayodhya,www.rmlau.ac.in,State Public University,1975,Urban,"Dr. Ram Manohar Lohia Avadh University, Allahabad Road, Faizabad"
U-0509,"Dr. B. R. Ambedkar University, Agra",Uttar Pradesh,Agra,WWW.DBRAU.AC.IN,State Public University,1927,Urban,"PALIWAL PARK, AGRA, PALIWAL PARK, AGRA, AGRA"
U-1342,Major S D Singh University,Uttar Pradesh,Farrukhabad,https://msds.ac.in/,State Private University,1996,-,"Major SD Singh University, 7JWF+72Q, Kanpur Road, Krishna Nagar, Baghar, Fatehgarh, Uttar Pradesh 209749"
U-1273,K M Krishna Mohan University,Uttar Pradesh,Mathura,https://www.kmu.edu.in/,State Private University,2016,-,"CH62+85X, Pali Dungra, Sonkh Rd, Mathura, Uttar Pradesh 281001"
U-1346,Fs University,Uttar Pradesh,Firozabad,https://fsu.edu.in/,State Private University,2003,-,"FS University Shikohabad, NH 19, Near Balaji Mandir, Shikohabad, Aronj, Uttar Pradesh 283135"
U-1008,Indian Institute Of Management Lucknow,Uttar Pradesh,Lucknow,www.iiml.ac.in,Institute of National Importance,1984,Urban,"Prabandh Nagar, IIM Road, Lucknow"
U-1330,National Institute Of Technical Teachers Training And Research Kolkata,West Bengal,North 24 Parganas,http://www.nitttrkol.ac.in/,Deemed University-Government,1965,-,"National Institute of Technical Teachers' Training and Research, Kolkata, HCJ5+J2F, Falguni Rd, FC Block, Sector 3, Bidhannagar, Kolkata, West Bengal 700106"
U-0952,Maharishi University Of Information Technology,Uttar Pradesh,Lucknow,www.muit.in,State Private University,2001,Urban,"IIM BY PASS,BHITAULI TIRAHA,SITAPUR ROAD, POST-MAHARISHI VIDYA MANDIR, LUCKNOW"
U-1150,Mahatma Gandhi University,West Bengal,Purba Medinipur,www.mguwb.org.in,State Public University,2017,Rural,"MAHATMA GANDHI UNIVERSITY, , HALDIA"
U-1144,Sadhu Ram Chand Murmu University Of Jhargram,West Bengal,Jhargram,www.srcmujhargram.ac.in,State Public University,2018,Rural,"JITUSOL, GARH SALBONI, JHARGRAM"
U-0567,"Aliah University, Kolkata",West Bengal,Kolkata,www.aliah.ac.in,State Public University,1880,Urban,"A-II/27, Action Area -II,, New Town, Kolkata, Kolkata"
U-0568,"Bidhan Chandra Krishi Vishwavidyalaya , Nadia",West Bengal,Nadia,www.bckv.edu.in,State Public University,1960,Rural,"P.O: Krishi Viswavidyalaya, Mohanpur, Nadia,West Bengal PIN 741252, Mohanpur"
U-0569,The University Of Burdwan,West Bengal,Purba Bardhaman,www.buruniv.ac.in,State Public University,1960,Rural,"Rajbati, Burdwan"
U-0570,"Calcutta University, Kolkata",West Bengal,Kolkata,www.caluniv.ac.in,State Public University,1857,Urban,"87/1, College Street, Kolkata - 700 073, Kolkata"
U-0571,"University Of Gour Banga, Malda",West Bengal,Malda,www.ugb.ac.in,State Public University,2008,Urban,"N. H. - 34, POST OFFICE - MOKDUMPUR, MALDA"
U-0572,"Indian Institute Of Science Education & Research (Iiser), Kolkata,",West Bengal,Nadia,www.iiserkol.ac.in,Institute of National Importance,2006,Urban,"Indian Institute of Science Education and Research Kolkata, Mohanpur 741 246, Mohanpur"
U-0573,"Indian Institute Of Technology, Kharagpur",West Bengal,Paschim Medinipur,www.iitkgp.ac.in,Institute of National Importance,1951,Rural,"Kharagpur, 721302, Kharagpur"
U-0574,"Indian Statistical Institute, Kolkata",West Bengal,North 24 Parganas,www.isical.ac.in,Institute of National Importance,1931,Urban,"203 Barrackpore Trunk Road, Baranagar, Kolkata"
U-0575,"Jadavpur University, Kolkata",West Bengal,South 24 Parganas,https://jadavpuruniversity.in,State Public University,1905,Urban,"188, Raja S.C. Mallik Road, Kolkata - 700032, Kolkata"
U-0576,"Kalyani University, Kalyani",West Bengal,Nadia,www.klyuniv.ac.in,State Public University,1960,Rural,"University of Kalyani, P.O-Kalyani, Kalyani"
U-0577,"National Institute Of Technology, Durgapur",West Bengal,Purba Bardhaman,www.nitdgp.ac.in,Institute of National Importance,1960,Urban,"M. G. Avenue, Durgapur"
U-0578,"Netaji Subhash Open University, Kolkata",West Bengal,Kolkata,www.wbnsou.ac.in,State Open University,1997,Urban,"DD-26,Sector-I,Salt Lake City, Kolkata"
U-0579,"North Bengal University, Darjeeling",West Bengal,Darjeeling,www.nbu.ac.in,State Public University,1962,Rural,"Raja Rammohunpur, P.O.: North Bengal University, Siliguri"
U-0580,Presidency University,West Bengal,Kolkata,www.presiuniv.ac.in,State Public University,1817,Urban,"86/1 College Street, Kolkata -700073, Kolkata"
U-0581,"Rabindra Bharati University, Kolkata",West Bengal,Kolkata,www.rbu.ac.in,State Public University,1962,Urban,"56A, B.T . Road, Kolkata, Pin - 700050, West Bengal, India, Kolkata"
U-0582,"Ramakrishna Mission Vivekananda Educational And Research Institute, Howrah",West Bengal,Howrah,www.rkmvu.ac.in,Deemed University-Private,2005,Urban,"P.O. Belur Math, Belur"
U-0583,Sidho-Kanho Birsa University,West Bengal,Purulia,www.skbu.ac.in,State Public University,2010,Rural,"Ranchi Road, P.O.- Sainik School, Purulia"
U-0584,"Indian Institute Of Engineering Science And Technology, Shibpur",West Bengal,Howrah,www.iiests.ac.in,Institute of National Importance,1856,Urban,"P.O. - Botanic Garden, Shibpur, Howrah"
U-0585,"The West Bengal National University Of Juridicial Sciences, Kolkata",West Bengal,Kolkata,www.nujs.edu,State Public University,1999,Urban,"12 LB Block, Sector III, Salt Lake City,, Kolkata"
U-0586,"The West Bengal University Of Health Sciences, Kolkata",West Bengal,North 24 Parganas,http://www.wbuhs.ac.in,State Public University,2003,Urban,"DD-36, Sector-I, Salt Lake, Kolkata-700064, Kolkata"
U-0901,Raiganj University,West Bengal,Uttar Dinajpur,www.raiganjuniversity.ac.in,State Public University,2015,Urban,"College Para, Raiganj Uttar Dinajpur, Raiganj"
U-0587,"Uttar Banga Krishi Vishwavidyalaya, Cooch Behar",West Bengal,Cooch Behar,www.ubkv.ac.in,State Public University,1979,Rural,"P.O. Pundibari, Dist. Coochbehar, Pin code- 736165., Coochbehar"
U-0859,The Sanskrit College And University,West Bengal,Kolkata,www.sanskritcollegeanduniversity.org.in,State Public University,1824,Urban,"1 Bankim Chatterjee Street, Kolkata - 700073, Kolkata"
U-0588,"Vidyasagar University, Midnapore",West Bengal,Paschim Medinipur,www.vidyasagar.ac.in,State Public University,1981,Urban,"P.O. Vidyasagar University, Rangamati, Midnapore"
U-0589,"Visva Bharati, Shantiniketan",West Bengal,Birbhum,www.visva-bharati.ac.in,Central University,1921,Rural,"Santiniketan-731235, Birbhum, West Bengal, Bolpur"
U-0861,Jis University,West Bengal,North 24 Parganas,www.jisuniversity.ac.in,State Private University,2015,Urban,"81, NILGUNJ ROAD, AGARPARA, KOLKATA"
